file,QtD_Full,QtD_MD,QtD_LD
10598R,0.152087363338246,0.140392828006598,0.0583702104159191
16953P,0.155378224784968,0.123791580129484,0.0435157521865314
11052E,0.150866611260579,0.117506502636743,0.0414649131535057
18155X,0.171023001222322,0.132953690832471,0.0476767804036195
17610Q,0.171809534496541,0.133021647405842,0.0535229324525796
18559V,0.131786064812964,0.117096359029218,0.039524033929205
15691G,0.241728171213424,0.173879240709843,0.101464665132366
23386X,0.271962167386643,0.227793039336261,0.227146830142691
21601R,0.136084484286107,0.146226474738085,0.0538236303049662
13564P,0.134240796435498,0.107108450986569,0.0604188200799698
25144J,0.18838517600285,0.211714308599288,0.094891585935378
19105N,0.183800334036344,0.141030487927996,0.074340114273501
15706T,0.126375003574228,0.0989546120664713,0.0274009962756149
12157X,0.154559522895805,0.118710848561841,0.0498277329030155
22578B,0.200523587670645,0.160606060606061,0.0894749183774348
18364G,0.198155564190948,0.18739907155633,0.0834914905744729
25131A,0.288763699646941,0.238265524636438,0.13359700091567
12666S,0.173937296447563,0.230671193963572,0.0849692537357794
12056R,0.233272827674997,0.201824401748066,0.103392161951889
14997Z,0.10777491213407,0.0923189410125025,0.041868228026122
22013F,0.143450039545725,0.299156738937179,0.0826107813978574
13272C,0.129322238787523,0.112860645083035,0.0363214176859932
20433R,0.352928276229297,0.277274885089762,0.299687627957208
10132X,0.147715003814525,0.152903026880071,0.0778466580526195
21597A,0.368947899361278,0.285400863132442,0.274890412042017
21809P,0.111633264038111,0.0905302444656393,0.0314234180157595
12396P,0.44828603954969,0.143914234108256,0.068660360085444
10535T,0.171791082342569,0.188255506454644,0.0821019152419068
10180I,0.14285676187105,0.105503467373431,0.0461305172622826
22325Y,0.169838190482349,0.208763807906732,0.087019944904169
20856T,0.181567510259343,0.131513302646497,0.0548546629111569
20851J,0.191078671059768,0.141600896647947,0.0612130393510376
24266S,0.108516948067845,0.0910474748613141,0.0202287227892408
14546S,0.15744853307655,0.121956049245504,0.0533290304492553
17733G,0.14823418012895,0.128824414108891,0.0768473635545774
10529Y,0.175034710125139,0.301837351413407,0.100951961966562
13629R,0.20868291664375,0.164386857386351,0.0690548212539795
21418A,0.228969629734987,0.223979363798747,0.0945481665577007
13593W,0.124142578344467,0.0938947790130346,0.026716601955317
11329V,0.188253949003963,0.163819856234753,0.0732080473367027
17786B,0.160729827094058,0.124377679920389,0.050272590159869
13245Z,0.187590501153168,0.148387722082114,0.0585841099879054
18293J,0.133174513770395,0.104796200259511,0.0662180166952171
23009T,0.204518688681972,0.169190547296539,0.138212925973855
20849W,0.0696713364036653,0.0596300090130717,0.0952189306316238
24714T,0.202788150531576,0.171890349243273,0.0772854332631729
21431S,0.141910077228923,0.118905258272241,0.0868105572685389
10710L,0.183842577475959,0.132472451523725,0.0549626819071591
22721G,0.121340009359303,0.138540177473189,0.0499793370774552
22516F,0.136797645016115,0.162959700506496,0.0590846420755637
11256U,0.199823232739439,0.160283029483938,0.112613321390963
25209L,0.158406245662654,0.138658519434714,0.0491803461818985
20800S,0.184379975966133,0.138835260950939,0.0741434146121399
15603J,0.203531821830779,0.196639937712172,0.0967583481445096
16030T,0.201045060951143,0.155400292253798,0.0768487781673027
23415E,0.162414645523955,0.129708406752472,0.0475509607585965
21260R,0.388231848503225,0.336722088403156,0.25716315458523
19729Z,0.149967257858154,0.190746568902646,0.0682270381130443
23818A,0.113585872104052,0.0850178398631513,0.0200861935872772
25128L,0.193666331806971,0.142599210632696,0.0616137111851731
13642J,0.164876482925704,0.120188869788763,0.0485493391798788
15018Y,0.174492729737214,0.151019693270008,0.0598858996963135
18370B,0.146397081417728,0.133816493140665,0.0491275510114958
20346W,0.102686610000975,0.0831188990693462,0.0206232764075665
20837P,0.149572594481691,0.128499356421196,0.0466159682114371
13369R,0.191229287453428,0.149475992257386,0.0756617020206907
14053V,0.238103296257274,0.18283487648171,0.0949794409977859
24542Q,0.149711191959958,0.124442133329829,0.0420863323991602
22711D,0.141252622110568,0.183717450490361,0.0637284481385629
14140Q,0.173829251320651,0.139638112978845,0.0680654479870388
20852L,0.119218970483176,0.100574543011789,0.102278595049494
16237P,0.198559455922617,0.152182963169241,0.13458856120032
15224B,0.1475422088191,0.20343518936467,0.0726917223697122
25136K,0.235222456092422,0.18183876376199,0.105830904725034
23610C,0.147706934417183,0.110311803041274,0.0400323078763416
14290J,0.239798002339127,0.179964940878577,0.0928143379267115
10755H,0.137312757860799,0.146064215409024,0.0477731702762027
25600J,0.167374942085429,0.1318648833694,0.056637276976788
12934R,0.206195378836094,0.167457451528373,0.117934370010823
21833M,0.140064120736641,0.103718274595214,0.0394951019878337
21224N,0.266619555046468,0.198317916059081,0.129716557887199
24938P,0.168855946474027,0.173509662888923,0.0667775336230525
24473X,0.326553519026414,0.296021304928621,0.205164660881592
14355L,0.267223248289857,0.226077872347232,0.143510471871795
21465J,0.154195380132714,0.119186240213527,0.0510963294029807
19721J,0.238828637203501,0.186907771995853,0.124859155047598
11603P,0.169486392229075,0.1312337812862,0.0460858647127329
24056H,0.244962406279714,0.18829029262735,0.129623844400477
12768A,0.187503100349467,0.302281275557908,0.105102303375605
19751S,0.17898304397718,0.141761329908545,0.0971856597100579
20591J,0.170015514881558,0.257070476566134,0.0946860684707998
11502J,0.251617647952025,0.194903122922017,0.149770355640805
22569A,0.139128522330282,0.108232597577987,0.0295150538392614
10641S,0.183706962422671,0.171254011563187,0.0805582516288694
21850M,0.397909745873201,0.336022885986728,0.265494707846647
10389I,0.192493859778503,0.163815212098011,0.073535120217944
21566P,0.170772805280294,0.126671705567673,0.0576575050505752
21765V,0.28392609975061,0.219735739558138,0.152383736873293
13860T,0.139171262603772,0.107089408393998,0.0351157759072148
14667E,0.149453015866704,0.115791323502691,0.0341122496894059
23428N,0.149296605414806,0.115150436124332,0.0386163875537677
25682L,0.153449846285754,0.122741099777891,0.0503899537151651
13367N,0.199842358778196,0.146811910616365,0.0999517117308881
18968M,0.121541725789379,0.0955550395940823,0.0244390060523414
19785J,0.1476587721136,0.146042906147292,0.0552482778751759
23393U,0.155162513857242,0.158252037981755,0.0551253134980097
15401X,0.219044018704391,0.15903940724847,0.0999512837720934
15272M,0.222294222148197,0.186659556019839,0.0972713977051491
22983K,0.16815960566226,0.159762403281246,0.0626815651925025
11213C,0.130484542039549,0.0996515708192592,0.0296352406989696
20547G,0.244426396689506,0.184768831622807,0.0921294829178831
24562W,0.154100885625566,0.16728518929904,0.063999618093325
23246H,0.221486737868366,0.191828172281358,0.0892475840287538
23235C,0.261977937160191,0.231365855829487,0.139367789067834
24535T,0.179160614372468,0.133903223193561,0.0498712462300354
16067Q,0.16206797222423,0.127519567942907,0.0445315640571058
12700S,0.244337247616533,0.187664464070035,0.13758392601392
14285Q,0.153130391041014,0.27475220909934,0.082850435908701
21453C,0.219558992098023,0.163236558289816,0.107420942315556
17973A,0.144198437381162,0.120103839927215,0.223364801078894
25836M,0.188313931768161,0.143850584545624,0.0748841555798856
10887Y,0.264534728266412,0.193812665729434,0.116667320106518
11301Z,0.199928776308117,0.163060705315673,0.118119719423485
10489M,0.134381865456052,0.106088657116204,0.0308715006214135
18944Y,0.146482439548536,0.11157943956297,0.0480101318517485
24951H,0.187164638099402,0.175316327883518,0.0753308713917649
17527D,0.055478036112042,0.0492570714559508,0.0179493525906082
15472U,0.206771088533167,0.160029070851844,0.0905922842706737
12599D,0.116614681862139,0.189765543676135,0.0506565046562278
25226L,0.262978598264665,0.206617572578328,0.112087151212753
21407V,0.143517658125484,0.126537533038936,0.0450490325147412
10569K,0.210023729014531,0.170398902248844,0.0797672750306731
12693V,0.208443771463338,0.210486950871195,0.0964585312821691
25370S,0.178816613678706,0.136287633562383,0.0544023913608881
17976G,0.189611568738457,0.144455045631641,0.0633620664934648
19540F,0.115841502983407,0.100758415503895,0.0608543566604693
14380K,0.166078121124673,0.136718021965665,0.0487180276577346
10447W,0.190920555493654,0.150219710031589,0.0648643747127885
10494F,0.266410018294083,0.323024831901677,0.142958895848647
19487B,0.142479877536572,0.120057763633689,0.0423709078751207
16534V,0.150591433473402,0.127275255858916,0.0399923908596324
12016F,0.186187863924336,0.142774858789923,0.0601529881147992
18956F,0.130496683002898,0.104798774084862,0.036553609493046
18199R,0.308035625705859,0.229624958606099,0.158336959733273
24274R,0.173530068731836,0.129246735510132,0.0614850670160076
17535C,0.107109803220574,0.085567291734005,0.019552211493601
17724F,0.174819224174102,0.133648437035382,0.0505885793529146
12692T,0.195278832824481,0.15595051047322,0.112549948201865
11819M,0.202448903942852,0.174334501837927,0.0847990667038883
14093H,0.133247249355527,0.111122329201772,0.0987542124143929
17495Q,0.103520156383081,0.086072538739076,0.0358187396597911
18153T,0.242509736374381,0.193772095253776,0.15236900408403
10905A,0.237647311730854,0.197179955887776,0.104480702080615
16490B,0.186946774104721,0.148406901094054,0.103825325016548
12628K,0.167130509094136,0.211417358628065,0.08823869444106
16472Z,0.183051828310818,0.167101167354748,0.0679385850459317
10766M,0.146265135175488,0.157116538284352,0.0653196727550527
11889H,0.227514106367641,0.169852815901085,0.136790773349438
18021C,0.340423822817921,0.253642858647163,0.205195600919469
25358C,0.159056186859015,0.132447838015027,0.0741213394477857
13016K,0.171304235411201,0.129984711933019,0.0537311054637179
25717E,0.160994011670011,0.137164741712667,0.331351534590211
19736W,0.138245906679616,0.10767595655545,0.0481050603690233
22704G,0.126200989692478,0.104575910632513,0.034954393152396
15882N,0.102524357943273,0.0860867168418715,0.0225596375465508
16964U,0.155384328471953,0.169761919873164,0.073850268573785
12702W,0.363165573536805,0.288868994857501,0.29899570867155
22804K,0.214822278050426,0.164986556138366,0.0931953042633119
11537C,0.139619143264988,0.137773161462045,0.0478119705478505
17602R,0.123499582532717,0.0985141120764145,0.0307451143671653
18758B,0.113267512957473,0.092991768582273,0.0244709071391304
25691M,0.125437023871263,0.104394830909651,0.0464821923011565
24127E,0.139267378970087,0.117476452817312,0.0441865070393107
10618X,0.178763088452173,0.194409649750738,0.0668439997602952
12960S,0.134834819713962,0.113213421287268,0.0349598818999148
13679G,0.128302329385586,0.10439281462743,0.0322432400013624
17725H,0.125183221903955,0.098552682623633,0.0391164298110912
10464W,0.126732882153705,0.101407937352589,0.0353163098758717
20174T,0.172882697956086,0.172732026994343,0.0826286485812608
18387S,0.12654334373338,0.101459480525708,0.0391212520615505
22946E,0.157312133107733,0.157602181058483,0.0675725452420475
17951Q,0.216338624622744,0.17002057441385,0.0856534581472765
10639F,0.152483485990381,0.118273268444516,0.0471298310848262
12211D,0.16953333945833,0.159705637532229,0.0710989708894678
12328Y,0.194261166253969,0.181618904254155,0.0934601271908957
12006C,0.219689649074283,0.178607590728744,0.450096277278562
16088Y,0.160818358615018,0.135862897845011,0.0530785625162364
17581J,0.148071026873619,0.11363856363764,0.0533861808881273
12829U,0.23112408917499,0.17760590139113,0.093775441457749
20736J,0.258781582134876,0.190217936489744,0.114467097678781
13482N,0.166224786089746,0.130338163720613,0.0508946630700795
24478H,0.11504045153745,0.155414429649854,0.0491645254979441
19624L,0.194558718591525,0.150936175046825,0.0776807441626146
12873X,0.140264881730257,0.111273557781787,0.0355690825354754
22718R,0.154587189576775,0.117023242609915,0.0473207433269599
12025G,0.187445431340455,0.141920173006491,0.128221278574439
20172P,0.222386022352201,0.168530391368159,0.0907106336757736
18961Y,0.197366588265592,0.148072206665243,0.071792263188193
24491Z,0.117136316763802,0.129772232193139,0.0457019752777063
18926W,0.152705825961085,0.115598826054227,0.0446962958466697
10672D,0.205459737052603,0.158953009640925,0.0706167810287945
22090X,0.135134270548514,0.139435406829121,0.0482383020269167
22920M,0.192115338555905,0.211695174294253,0.0958917780422248
21583P,0.155973388709507,0.148192618578947,0.0665578497085963
19534K,0.164366392702785,0.124618360413827,0.04643886800286
23197U,0.131807057709651,0.104736276660546,0.0308076349508811
13340T,0.168792971995528,0.158283436030552,0.0651431793476187
26106G,0.172694939808044,0.130374511289674,0.0663387844674135
17361V,0.184552907849771,0.15535862444351,0.0634327684949676
10885U,0.168020402288748,0.133497316019515,0.0700291363030686
17146R,0.180616299106502,0.152037216568116,0.0687019194210432
17760J,0.106874316756142,0.0864428908914323,0.0266717472005168
24098X,0.219397871786288,0.173396727500044,0.113040328459232
18552H,0.106185523705575,0.182536221678552,0.0471981901613201
22692Z,0.17141782636828,0.123067136214545,0.0481514234774197
11201V,0.190183638849426,0.212381030105154,0.091861053983808
25416Q,0.164975998623299,0.131609275532018,0.0543883030085034
21235S,0.260131306991844,0.193200434624145,0.116286623807827
25863P,0.142776969161876,0.11476140934026,0.0341844573221237
23421Z,0.121527055238643,0.0960266088801994,0.0210952212227452
11533U,0.178863178265548,0.149535456914554,0.0793544449401208
18941S,0.207931320461894,0.161096538569259,0.0809875481281232
17910C,0.25282406590799,0.213482169624517,0.292012945982838
25671G,0.15043574760009,0.111047635980865,0.049601673614937
22752R,0.139348466325525,0.17886438559056,0.0604517590939375
18403Q,0.15633180964236,0.123920812978919,0.0758509977881486
25444V,0.2132034753546,0.15978847213631,0.074105933102778
12964A,0.177457457603883,0.254174290904677,0.0933217180028755
12679B,0.126834959034197,0.100103396150408,0.0306486130501605
19773C,0.15704166642568,0.119409506233061,0.0448201681353068
15021N,0.172306615261544,0.13541612552622,0.0512507524769963
16071H,0.125861942717618,0.100479126808579,0.03019108429767
19592Y,0.145840813095719,0.123438188671447,0.0878679637867712
25828N,0.178722852223839,0.137734986480945,0.0880733891467083
10020M,0.105774134912395,0.146913545117864,0.0403749951546134
15028B,0.0944504793414413,0.0803625534359918,0.0192884097522122
23500V,0.178530543253659,0.207433309297426,0.0876323922309577
10744C,0.178255492394403,0.138010138896595,0.0856603662312388
13651K,0.146532750162815,0.111437094076435,0.0479152402248703
25843J,0.163709173137375,0.127269553533163,0.0572878677084207
15014Q,0.211879185704683,0.162851371897222,0.1104525797285
19340X,0.143188047392296,0.110441705622243,0.0436090880135895
24272N,0.191563007609846,0.178097077384492,0.0751411297027131
26068Y,0.130751619969739,0.107019142976137,0.0734689766317486
23267P,0.226128314552254,0.171551025831532,0.106356890774257
14327G,0.167647927669713,0.132787445159025,0.041742833012806
19155C,0.197820696692226,0.160246990295021,0.114739161945895
17920F,0.145051624643985,0.116536757179758,0.0380222037061772
13987R,0.132080855032631,0.105443110121053,0.0376199030949355
21615C,0.58358319149427,0.466522758232767,0.479662922739961
16041Y,0.111265776305028,0.0967008229569729,0.0851211803752058
21191Y,0.17062139660864,0.143942161910765,0.0578748625641137
22015J,0.285558383003433,0.226199493010086,0.198707606115451
11489R,0.255404614121819,0.19972897832867,0.134536197111976
14378X,0.137562210838963,0.13538392758331,0.0518193983508832
22508G,0.144752560371702,0.111514241610854,0.0396674101668788
12697D,0.127942584749732,0.125577861343922,0.0476121905643445
20524U,0.1552435719813,0.121938918296669,0.0383013726893726
18328C,0.309446631396579,0.248426408659685,0.156020771425761
23659G,0.176071874740366,0.1423436668959,0.0655563802916109
24159R,0.134213216555454,0.108908275455622,0.0335431109595787
11818K,0.246348600188809,0.184536709724802,0.119131879644726
17939A,0.122196780072163,0.100095143977079,0.0249944479448715
20984C,0.156788356693632,0.125773244031309,0.0750111731991315
23168N,0.155306053007563,0.120454885039809,0.0620437401829525
19588H,0.201761672387072,0.163433866240357,0.129148679295796
18374J,0.143832338493198,0.125358110254952,0.0425454589067045
10704Q,0.142244162286555,0.123502203561383,0.0442749930124595
25703T,0.130096611548919,0.0975852190246306,0.0381683739116182
17530S,0.15192255514139,0.157459969358213,0.0692338998605351
22321Q,0.147584270681958,0.113586817563635,0.0361574025348375
23598M,0.138397700560832,0.107506878904994,0.0304506753859459
24104S,0.183663079727036,0.2050285200232,0.0838471258530227
25563D,0.126389631570282,0.0969635932603742,0.0343567719156832
17735K,0.141182909227219,0.109012744207993,0.0685038748154668
22713H,0.226386965418748,0.169631645838307,0.121578437308034
11325N,0.192765621018572,0.223644414594191,0.0980096552794859
21775Y,0.313213842113868,0.246670929972148,0.268045635474211
26040C,0.164819292096463,0.130313517344653,0.0878415758316415
11480Z,0.244200613855875,0.183848763593774,0.101806318050462
10455V,0.214108367973661,0.161440176820409,0.081702544122932
12037N,0.204862819907025,0.179877099539628,0.0898778660804545
16329U,0.161381864677447,0.120933929859797,0.0456735984186096
13922P,0.180168905610308,0.169183109256339,0.0693804652542004
22260W,0.145933208614803,0.122544002683427,0.0420351201459153
18118R,0.199138305652418,0.158410174710382,0.0679971952931067
24479J,0.100966255630065,0.0839234108111171,0.0251658565742628
22978R,0.179169772572384,0.152440568478959,0.0905925409343394
17945V,0.161771193581763,0.127145324243708,0.0436061612123676
26044K,0.223169130629286,0.166874050326036,0.0844034160840996
25364X,0.163988078544114,0.142199322192103,0.0482660073389357
10393Z,0.167860279265559,0.125435948983835,0.0504148608491987
12771P,0.151405176086904,0.118763450616536,0.0360543534895666
11241H,0.132175519398693,0.106019889911446,0.0645349604104056
14631J,0.142743437396635,0.129249247108779,0.0432416882411431
22048Y,0.172041226580584,0.139359093335481,0.0733111054187274
10981Q,0.176404531242697,0.136394305182465,0.0622614576231599
16317N,0.271524488272238,0.223222476879441,0.168901134680953
10921Y,0.148881605514483,0.240762386841751,0.071061405174185
11528B,0.165458996049303,0.218392146332054,0.0795335420944548
14852Z,0.177061733598262,0.1368358788063,0.0509780951295395
14330V,0.181441792854231,0.162919890277593,0.0722570664332352
10728E,0.185646233582772,0.173679845491992,0.0729871446401085
18014F,0.134636157099016,0.103676661229192,0.0290895150823746
14253D,0.164337286556052,0.128977933024845,0.0494024720433011
10336N,0.109808906056032,0.0877998188032577,0.0326026433472019
16885Y,0.157579598019856,0.121429719794692,0.042989740046471
24908G,0.135188385673325,0.10809743929253,0.0282325941598249
25795Y,0.182103769286404,0.141073948454704,0.0631011199902512
10057J,0.155943785590744,0.135003043238275,0.0606155633309225
16935N,0.188088614680123,0.225214947278649,0.0936223732589495
11599Y,0.154912544671969,0.145794831567636,0.0534083463236874
18772V,0.172659769153638,0.147347686363167,0.247460075171927
15238M,0.160557240839555,0.194710749992339,0.0713143546154416
10215B,0.213376777484947,0.179799295192009,0.100488807599575
12565M,0.132549623857957,0.117531781655955,0.0413673390218511
24756J,0.168079403874798,0.147370732684544,0.0765119641156352
11630S,0.167656481179047,0.138599588714378,0.0571854264986557
19578E,0.13420155628952,0.108120998455127,0.0371293540884211
13649X,0.171322494301026,0.135778443401997,0.0716060242827314
18124M,0.152948859963983,0.137792490803518,0.0482453327298715
14471N,0.256808979974479,0.229626018766765,0.149777759796426
20412J,0.143027309880213,0.111127185929659,0.0513976429733968
23442H,0.221923291521745,0.24642227010375,0.117636818641376
12215L,0.137474157774638,0.105472089972064,0.0362584707134485
16470V,0.185946598253285,0.143030193394767,0.0754831896919532
10568I,0.300025620806165,0.236978323268093,0.195826335761927
25122Z,0.212777337501859,0.170883823645186,0.0797435568724409
16743E,0.121920406881445,0.218346205609078,0.0595756482314122
16933J,0.15271129513767,0.122377698290566,0.0805537342936548
11879E,0.15607635697653,0.130835048446737,0.0432820666416399
14130N,0.209180971068495,0.16195226007618,0.0726003986125966
23426J,0.341318298404665,0.30948044317964,0.206943925591484
22800C,0.184932834048933,0.168864267221173,0.073567196473969
16464A,0.152706782110756,0.110986483980828,0.0392880941919499
12655N,0.152475548474839,0.122325348302945,0.0481676807132284
10068O,0.1337780055131,0.173089411548073,0.0671711431704911
21399W,0.189129614742091,0.141036172566124,0.0881209297620854
24517R,0.148871128193668,0.12188673153626,0.034922531356457
19295S,0.126120114012684,0.244484792327695,0.0648099906500483
18106K,0.114670630468605,0.0869138540094882,0.0231435699544224
14525K,0.174134601563274,0.156160429434254,0.0633657407755996
20549K,0.201723737579081,0.157884881164194,0.0614413657113427
19338K,0.181675118760406,0.139528686661818,0.0692982206120589
24985Y,0.127315521456884,0.133937205622629,0.0429926158259199
23594E,0.186792402538644,0.143211308591422,0.062738340715695
13076C,0.240963807011205,0.193385063953544,0.158985593541603
23458W,0.114513884463443,0.0974546282266905,0.0290263764688201
11659Q,0.150213873364129,0.115602426673142,0.0463433107220644
20107E,0.250412033696342,0.198243696884073,0.218558118553902
19319G,0.18467632821092,0.143991553553117,0.0595888703737085
25618C,0.158956800648497,0.123358735011305,0.0662672505628319
11689Z,0.175732428388036,0.140403255275664,0.0797423305286997
20411H,0.207733883707277,0.157844542662108,0.0903079812574875
16540Q,0.141956649472754,0.111330661151581,0.0515934567584496
11370S,0.158261267868998,0.136214222608288,0.0556645823602889
17319W,0.129272301992081,0.107670378373475,0.0776255334789978
22035P,0.166599192946793,0.14175385393875,0.0729315432977589
10593H,0.228174697970117,0.186546801813824,0.167977374664994
11698A,0.181070168226362,0.15272157533745,0.0733786058294244
20316N,0.183915480969804,0.140528317776971,0.0551418786061081
22746W,0.14890948835909,0.146616463462536,0.0595805290864263
15262J,0.280094873708966,0.226783954058845,0.161564131611608
12777B,0.19079883142349,0.152344928096827,0.0675712954145351
14851X,0.14273979535491,0.12412987361533,0.124505161513594
14289Y,0.112443409390241,0.101312976809921,0.0292543512664739
21183Z,0.206959273287877,0.162573574782604,0.0759190043606726
14496D,0.193317503966692,0.15372892994599,0.0753746673349381
11209L,0.194928198355867,0.155027679340704,0.0724419644381147
13911K,0.117460079420204,0.13998773141811,0.0539813293713478
18279P,0.192005248032696,0.157883762104778,0.0715669376172352
21622Z,0.216910859589752,0.17755971215301,0.0860388880625239
20773P,0.160253413928728,0.124478866124113,0.0700930771323469
20832F,0.1885802788159,0.210395882955873,0.0930639721369142
22051N,0.404318337822468,0.301355331232736,0.281963079961983
20327S,0.105512692957812,0.0906329214457321,0.0863131935881628
10891P,0.252967499846065,0.192081328675938,0.144502295711671
25177Y,0.153504365237843,0.119095522658824,0.053348678552059
13602X,0.188590254528087,0.146436435104648,0.0707934482713954
13582R,0.247585327375263,0.337103281743379,0.13228320856732
17071M,0.0459518892545903,0.0382256507998636,0.0662526472440044
15443N,0.221234064968684,0.158210042502549,0.0804388056428127
26008G,0.169020125136413,0.130678701970992,0.0535833138299629
13882D,0.175584012957881,0.139113193841301,0.0592385217518219
20400C,0.155252896033179,0.124071323325535,0.0416590525324284
24726A,0.215743126644499,0.166640234197893,0.0925698661781824
17523V,0.226705976236124,0.177123888405954,0.0884306036381657
12734J,0.165154855978108,0.153352591244715,0.057391443844913
14538T,0.188327265566239,0.217208819663382,0.0926657897142904
12506W,0.491644111695593,0.389906624082002,0.478470642651738
10265Q,0.165640200166226,0.13660005688542,0.0605646691846072
20127K,0.34490367774882,0.250975169321623,0.210406636333758
10317J,0.186843737746014,0.139333432948887,0.062257060516824
10256P,0.178637341978075,0.143910269612409,0.0632636970114991
11697Y,0.184787660693107,0.139769979599974,0.0510620541098977
21994K,0.138270023555536,0.106329093567855,0.0284683112071327
22957J,0.118933740941066,0.0975861121767642,0.0169788211025324
14205S,0.281414471388086,0.215962142868226,0.162736738403003
11104X,0.15853723193379,0.133485551717875,0.0551152693181939
12602S,0.166769693365969,0.126839603484693,0.0527421844522862
25142F,0.143550923292432,0.129649197804094,0.0468723943251584
12388Q,0.178121284817625,0.23720718622225,0.0911737929940799
18942U,0.202621357935049,0.168102308266986,0.157896606556822
22743Q,0.12879874231643,0.121453944159463,0.0384268992198022
22790Z,0.147974395600338,0.12260671580014,0.0969880018393263
25175U,0.134249811016117,0.104687094100436,0.028591642347465
20178B,0.152672621454223,0.113347317447694,0.057673833239236
13300H,0.205597150315841,0.165517543630153,0.0911977529311309
16467G,0.122514923870547,0.0984850599670925,0.0274426813861448
14647Y,0.201309381506225,0.151298600441907,0.114879077761357
18736R,0.145382418763121,0.143682967744911,0.0674601543678624
20758T,0.220864624747629,0.15833332690289,0.0719159308021815
19148F,0.191067776254586,0.152787739650235,0.0932059544307881
20413L,0.15913998966436,0.129395045584579,0.045537035900631
16702Q,0.134388350035925,0.115687130036769,0.0431494184700922
11695U,0.142500743417156,0.134587102419084,0.0581063356920421
15637A,0.192208893413607,0.142736789796039,0.071821010579385
22017N,0.204942037227244,0.156268339112166,0.122261326034879
18748Y,0.214055050894649,0.162904295830055,0.125901987005444
26047Q,0.163623726890691,0.136291680004595,0.048012356779527
21754Q,0.165151916200484,0.130022544747254,0.0608701580930492
11368F,0.12459865491157,0.164559613414215,0.0563489232749662
11015Y,0.128507957602835,0.146991070763721,0.048127351869725
17704Z,0.136606012481322,0.166521823556738,0.0580927672973317
18727Q,0.0916020938196117,0.0759765270705888,0.0176849272344635
21014C,0.146218105590434,0.114049076715932,0.0439816925987085
16876X,0.143226698408484,0.107946042886383,0.0482792715194477
13917W,0.113466083218295,0.0961264116280311,0.0275523120438812
10817D,0.191338022580378,0.174626483908758,0.0789545445325207
23614K,0.175493085229748,0.226677273569447,0.0888981017331136
23024P,0.107315205495672,0.093063986072058,0.114029745181634
11103V,0.214470657383326,0.169933723126229,0.0813881158014169
10314D,0.213433296497205,0.167660339958681,0.0838607556663922
14084G,0.129609228873622,0.104926432410759,0.0274709812725375
22728U,0.18006633685072,0.173485173832188,0.0733418444459722
16235L,0.143882844660429,0.120113714455299,0.225875830425847
24883Q,0.145371588858636,0.120779608268487,0.0939817216667094
13282F,0.360305179889964,0.289045550229458,0.365662403779934
14512B,0.198373478770082,0.160564134373953,0.134978264214819
18763U,0.150894993000182,0.135298488050895,0.0454251453179122
10506M,0.206991113813889,0.158884997349765,0.0876097747261118
16042A,0.208727122078374,0.15296913192877,0.0670914796448652
12496T,0.136118548011869,0.110569452345655,0.0419594726298951
23431C,0.153208838411861,0.122070655982201,0.0491300615439759
22935Z,0.252246274817658,0.193851742966209,0.11282363593928
21607D,0.169853414505829,0.135354393164751,0.0525724742661075
18897P,0.221690420815007,0.172707114849568,0.0900556034553616
18563M,0.220589558464668,0.175909943733415,0.104645326149758
10281O,0.258683859052494,0.231801279245706,0.137452723546114
26027K,0.230499995787972,0.166969517673434,0.0812244830121826
17366F,0.286627976306892,0.237192792305401,0.152039905238907
10976X,0.194068878639483,0.152430148380856,0.0661784496058562
18502S,0.192267733841214,0.148050795949729,0.0548577114328062
10205Y,0.14557732801169,0.116023958078649,0.0447111440655029
17305L,0.173988929028442,0.16303491530614,0.0591154453636072
23021J,0.156199744540244,0.120109310941604,0.0385038212579127
17963X,0.206634251478516,0.171198070843039,0.110993339540213
22513Z,0.161818203062926,0.136812078223006,0.121108148480476
20206G,0.169017570454806,0.139631223630411,0.150150900941122
24684K,0.210724651819338,0.239463216613654,0.113605185713303
14236D,0.184539151316308,0.16171338816421,0.0686820685983679
19073A,0.123818185017829,0.106470975410883,0.100920399798663
15241B,0.484593933055524,0.384648676269455,0.413644382207169
18917V,0.137694337543032,0.111651326867516,0.0449861673804104
15853G,0.171069356931477,0.139653781844356,0.0631302806985702
13548R,0.187727292742692,0.154874908852578,0.0659315996670922
11129N,0.150823488689338,0.174262049945549,0.0610894035235176
17344V,0.184951547636706,0.141220930732193,0.0516801232560555
13276K,0.186471447356381,0.145513159471382,0.0603116364160594
11387J,0.19611786620491,0.257803012436765,0.0993451559861025
22072V,0.0872373816028954,0.0749709073568423,0.023622212062289
11531Q,0.0636421933961284,0.0543828542046218,0.0725836186462997
10096T,0.31707573374865,0.318296317848081,0.204916719156914
25628F,0.327734178023929,0.25837398412262,0.217771313089706
14855F,0.180445934186141,0.130099895693705,0.0605652334955194
19908Z,0.140127748580762,0.266047196069857,0.0770267100520363
21038Q,0.201179886589578,0.156982725138634,0.084947214976014
13862X,0.191470121387856,0.148327303236182,0.0601709089617975
22298V,0.128459829865933,0.105648005455231,0.034778203612025
22483Q,0.21584263254707,0.173400049926975,0.0936936266921721
11332K,0.144023159966587,0.109257662050591,0.0332712169440511
12341Q,0.26001171134984,0.219231272049671,0.121140147195331
11730W,0.241676740055904,0.20142812276556,0.302014559733129
