file,QtD_Full,QtD_MD,QtD_LD
25911A,0.145620108801049,0.115649269974132,0.0587345339992954
20866W,0.158621161942869,0.126408728886149,0.0440948224091347
19798S,0.145840206327976,0.121035922884636,0.0578729857038195
12456H,0.22620278360264,0.182205017169321,0.103628245094226
20228Q,0.130666997207559,0.139606648572143,0.0609722870932586
24762E,0.144682279692233,0.123750892469387,0.0439669167987531
21463F,0.172775821730279,0.156194889101494,0.080747830270261
22348K,0.153957097147266,0.169326779268762,0.0727379697053353
24550P,0.183328170686581,0.137174299791582,0.0583287134467896
22814N,0.414224106077219,0.319045628529012,0.277056557575085
19635Q,0.189716105143405,0.151074576384738,0.104989853673364
25721V,0.357374942630152,0.278833872708513,0.251119190614939
18011Z,0.224966684020952,0.176660565054872,0.0938436754605494
23283N,0.123386514007665,0.102071287760273,0.03554287462775
21268H,0.201716051189171,0.146759974138125,0.071363665174806
25441P,0.103592806496288,0.0895669321008894,0.0294731305718265
24763G,0.130927271306929,0.219407685788269,0.0622023975941508
21278K,0.147774142452051,0.118660915702553,0.040049673869197
23055A,0.187814159943951,0.177804828846566,0.0805488747050296
17795C,0.158892081522803,0.139491689037279,0.0621430854442971
13695E,0.161855185096539,0.148958734287644,0.0598308150030497
16992Z,0.0936492486176451,0.0805519361988455,0.0207849212496773
22103G,0.137681927600636,0.130925418445565,0.0411948794989357
14352F,0.150135557492933,0.113892671345274,0.0377552022837462
14056B,0.204748633299277,0.159126028765031,0.0899492303813571
23492W,0.186064566091716,0.139129849070682,0.065243692361929
22345E,0.149230230640623,0.240574650320665,0.0738832351128557
17189J,0.123462849189459,0.111936547381203,0.036201609805478
21271W,0.158407133805047,0.125995588117667,0.0458966593102622
23490S,0.15257751781752,0.157828088118027,0.0582732467545219
21454E,0.146271268251968,0.111250957890632,0.0454133087146735
23279W,0.163703555624926,0.12806597287118,0.0512049486873939
18205M,0.16492807196113,0.133855448190759,0.0496475994506617
21279M,0.293669849019466,0.268062441221215,0.155145994103761
17614Y,0.155816667092723,0.123176897694837,0.0810134440655443
25438A,0.849137931034483,0.23578431372549,0.520833333333333
17187F,0.180824573479233,0.228489352637432,0.0877254450758854
21656Q,0.187299763991556,0.226324065722186,0.100588866062809
16342M,0.239630799402578,0.188579636241702,0.113625879451657
17612U,0.222665507837537,0.172847261283655,0.118508298003401
15280L,0.265511790322227,0.197482365508827,0.118035725078516
18597D,0.17218635934164,0.139124591294786,0.0511019496175368
25910Y,0.294787338858184,0.228000083985195,0.141327096597298
15909H,0.189897646138468,0.168593800547702,0.0720159744484612
19377U,0.154789815278528,0.113795743956628,0.0344200718870069
15710K,0.262655237559666,0.240059515692866,0.133738415339978
18800A,0.141229330015986,0.112879555068469,0.0324628369079594
25230C,0.176445051421739,0.15045298845064,0.0610778935111448
23493Y,0.173585137673848,0.199413476748565,0.0857131797199346
19633M,0.245706277177142,0.188342709742617,0.103055424279387
19210K,0.143320079107097,0.117959691697728,0.131778460145766
19205R,0.194972158793376,0.189252918301748,0.0882722889678074
23922V,0.196811616003647,0.196035460943683,0.0966497330011905
20435V,0.23655460779794,0.207506632700738,0.144047337219891
22572P,0.111693250759591,0.0932691016051319,0.0323936409753772
21272Y,0.123376716538112,0.13722263257928,0.0464570505126561
23917C,0.144343669348644,0.126638716130583,0.0482000095037873
19619S,0.116317605542193,0.0895930915626702,0.0204222413158218
17390C,0.146779337421333,0.118321845096904,0.0461661074550119
15916E,0.218505441675938,0.163077724833335,0.0868828780826712
23682B,0.155833980203363,0.159720895614468,0.0606723698087393
14049E,0.183378449538987,0.140105481484555,0.0527968520407442
18010X,0.206312099408073,0.157578578548458,0.0818530513904259
18592T,0.113367109363314,0.0972535515054182,0.113639650061456
16334N,0.274223152604838,0.218294610802224,0.121738968315491
19620D,0.164505214105306,0.14403336142317,0.0508470253372454
17185B,0.196068255178741,0.158649093825049,0.0717423213907892
23916A,0.157663902810071,0.127311049403283,0.049675880140551
23046Z,0.140396299041343,0.109331972328928,0.0395823157623075
20226M,0.129132933121863,0.100487250783927,0.0295333666942977
16111T,0.11461398367695,0.0961933043264666,0.103320340321933
24556B,0.159062400266798,0.119956592512208,0.0419924487485196
20222E,0.1390758777063,0.110248688536833,0.0340033170403817
23921T,0.422637699002386,0.322932347090033,0.288762767224741
11804Z,0.146190598331708,0.146978211705157,0.05698335724975
15285V,0.264405493294313,0.209432216357247,0.15418762741007
22112H,0.131011871214728,0.143276966751741,0.0526932599657425
21650E,0.114187127715541,0.135977972348966,0.0500698026513571
24547A,0.108192764997185,0.0924929673963491,0.0262499959103762
18990F,0.174170707920937,0.195407268425248,0.0807962852924033
18598F,0.14909536950435,0.129139221881524,0.0597921044548533
15702L,0.185278525721467,0.14459000538835,0.0708378745232182
17399U,0.134278393079078,0.109200328942715,0.032032076113102
20425S,0.175971830434062,0.142888163103973,0.132975493339335
14018T,0.0793570450072221,0.0695880732202327,0.0283322396662918
23680X,0.155017959739322,0.136458373725936,0.0539915732153892
20863Q,0.118198342530098,0.0891490710128671,0.0244510497894792
26111Z,0.147000864904865,0.120891937793805,0.0647877327308869
25235M,0.152170585788168,0.14960642819895,0.0652692959980855
24765K,0.216573802232828,0.187386191139038,0.0919928757738159
14657B,0.161134759157614,0.137538628888379,0.0520744065194912
15088T,0.175699810846057,0.138355536238975,0.0535318146096564
19209Z,0.230587115332878,0.178476054918689,0.101748543649018
25710Q,0.150057619197746,0.124360011791931,0.0492608977239964
13097K,0.241630311569106,0.179852686668661,0.108669065935678
22344C,0.158381748543895,0.120792051913846,0.0513389591070866
13093C,0.182434115778675,0.194269048422863,0.0798026977401164
20623W,0.157767746635938,0.142280978595013,0.0532536563158063
17398S,0.209925039875851,0.15942516630504,0.0891504066926244
24375X,0.164088046840676,0.128534946153954,0.0474390397488932
25447B,0.306910885366884,0.241896080862752,0.192323088452283
23044V,0.118501731714028,0.105675724123911,0.0337569196847439
14322W,0.172687277177946,0.133244091422448,0.05222474889151
21273A,0.182284162342051,0.143268180325961,0.0536825364180294
15277W,0.17004329682826,0.126623209765799,0.0517754618049441
18006G,0.2651131009998,0.213465707561068,0.226233592941561
15911U,0.202228065127606,0.16126140092273,0.0797890275962438
21269J,0.195879755764017,0.154612741207176,0.104897331846532
18994N,0.178802726425416,0.152079210276342,0.0621290999696775
23689P,0.168687178032941,0.131340766413376,0.0618565180652731
25445X,0.224114257720498,0.191259362642475,0.214981818181818
16336R,0.156700033866744,0.120198878349264,0.0458714864938067
13688H,0.103694056579698,0.0930538614460727,0.027681694166895
22336D,0.146849020548066,0.117857677010127,0.0573715961181373
23496E,0.167564567444666,0.131446891897065,0.0633025017599748
25913E,0.233041699058856,0.189360168966727,0.157355358092444
19807T,0.195214454189144,0.149418413467002,0.0766600748135617
21464H,0.245230435932911,0.19674814908865,0.11587577759474
15084L,0.246655484557582,0.181412907621574,0.0966766483220798
25936Q,0.236520293135567,0.187328726883132,0.125469471054996
20617B,0.129892670591698,0.102926892155159,0.0305531008971215
24357V,0.193927725811255,0.152025283301555,0.0618172895709907
13686D,0.114257538698302,0.158845151114961,0.044373816492303
18982G,0.127729898976382,0.118574002173771,0.0402463292877072
20613T,0.183270777611396,0.188320545189243,0.0947219952994954
24156L,0.218739621356352,0.168283769470072,0.0759540311994195
18016J,0.170924366654443,0.147236509719312,0.140880993915396
22108Q,0.186968357827562,0.140946229118018,0.0507629331775769
12770N,0.144818113047981,0.164474476803314,0.0603219277754758
16770H,0.363342781467115,0.28141710601876,0.264304697418536
16554B,0.161068078555817,0.140623610429643,0.0701741523960287
21660H,0.244178264413129,0.193018957589499,0.107500979821079
20219P,0.199937176584631,0.199966650741154,0.0787198384524361
18594X,0.281235314229641,0.213170642653164,0.156045934792395
19630G,0.248656886389606,0.183849102703278,0.117831879062085
20609C,0.149802169402969,0.117349766853726,0.0315090713468349
16987G,0.170976521436863,0.139046856951415,0.187108817002055
21871U,0.125514674519317,0.098193680015303,0.0268867101843779
16758R,0.191941695091251,0.148702216489049,0.130533499273417
14344G,0.169044345188753,0.128061108282024,0.053713101714193
11811W,0.184002390133773,0.140973633737249,0.0540724510897237
25713W,0.320052852269816,0.15113353875467,0.0901287553648069
16108E,0.145044508719043,0.14233220088435,0.051418298323826
19393S,0.141658004666193,0.116393023164842,0.061774952925139
19381L,0.124346526126019,0.102785237754643,0.0291340903290648
16556F,0.147804489386398,0.155520520142344,0.0609235889120142
19627R,0.219732776135118,0.178351407400537,0.153495396225784
25449F,0.180126052848391,0.140630244651932,0.0786251410788105
13689J,0.161783542986719,0.129163731691708,0.0461565883837408
19211M,0.182716564440065,0.144818465172097,0.0587938675041935
15468D,0.184523055313967,0.200887825702068,0.0817241392484037
22819X,0.162779772327452,0.135961257618312,0.0856471224555601
15910S,0.111611139911495,0.0968021847246226,0.0243019781277524
14341A,0.243832363800491,0.184452977198397,0.125299169113602
17785Z,0.177180483853538,0.136613195887579,0.111281936564468
12418Z,0.398895413422493,0.307317984832318,0.258819032679202
24988E,0.159296731666974,0.177922291638505,0.0604854052173219
17391E,0.17005794679933,0.136917503278593,0.0522341490665154
15286X,0.228128814484464,0.172266405138144,0.10308800162014
25003R,0.154133500697843,0.229085425849487,0.0732701489010089
16552X,0.123201885941291,0.0950916759458333,0.0407234123433759
25453W,0.169713977490738,0.131830619571745,0.0686410030545168
18798N,0.156330224004752,0.118593565501347,0.0396717486564819
23924Z,0.160567893732045,0.134722152546896,0.0862012788686832
21466L,0.184082437148906,0.137495153714193,0.0651500962640252
19378W,0.171375320701992,0.124021379524301,0.0503483587483547
17607B,0.0923343225215829,0.0797718070690573,0.0198831041902474
21872W,0.160267608652251,0.137599373895185,0.125036924051925
23278U,0.369941146198222,0.298694086528135,0.33972111345908
12800W,0.282101704027468,0.198315240963592,0.133208063875024
18591R,0.226953565957412,0.187491929355902,0.107643121140389
19628T,0.140479300115907,0.115430453832296,0.0624051059443817
23266N,0.247773428823101,0.244996031802211,0.126506608087527
22106M,0.111379270440446,0.0922488550627597,0.0286261050363728
25927P,0.238797475212026,0.179798699895975,0.118731126391153
22813L,0.321274783355244,0.258511085324811,0.280108446764113
12419B,0.156403594799355,0.117391730517627,0.04245123353908
25929T,0.0868755739930587,0.0753754237745187,0.019436014346494
24153F,0.197360358124046,0.181004580948716,0.0757690586421261
18794F,0.153608774774026,0.118251351788014,0.0413340357923454
17787D,0.182560917007488,0.132986171486935,0.059387051577429
22579D,0.144803859109639,0.204300068304857,0.0658457099619553
19215U,0.182668271542406,0.142059013784188,0.0641137801847642
25237Q,0.150213721893613,0.118725635507905,0.0417056986214134
25238S,0.1474067915078,0.182967748098439,0.0653271329083309
19390M,0.122705458246745,0.108970028095039,0.277087420972313
14659F,0.246373694450274,0.190597770835649,0.158827274783643
23501X,0.708389425142497,0.291270434875521,0.21191725841309
19790C,0.14905011435537,0.123447362700404,0.0732364922487294
18397V,0.0989723542332848,0.0860194680374143,0.0205332240798719
19394U,0.137854088759268,0.113272491487765,0.083554686669925
20217L,0.155772395371254,0.128604790119625,0.0506279288544657
23045X,0.116535544007845,0.0882595492116967,0.0246011417255422
14048C,0.102441761754033,0.0845200274274219,0.121827212640307
18595Z,0.419270004766654,0.316438712321791,0.285457147584964
17194C,0.194827061177956,0.154562809122746,0.0836760059263974
15704P,0.173146150843957,0.192413516377234,0.0720121779367517
11809J,0.208728980712914,0.155778699864857,0.0788218224005444
20220A,0.146175359409101,0.13374899297616,0.064187718562739
19200H,0.0652250765090072,0.0580974820858531,0.0650286197476259
14662U,0.152678027292332,0.162880400562852,0.0561795638666752
25229R,0.138588140065408,0.127530991495843,0.0439117544676336
18593V,0.168912799540207,0.131080196847899,0.0467551589048868
21457K,0.168493185336754,0.134488954424956,0.0501446312169638
17195E,0.216144423970564,0.166244259839714,0.0952271328323403
17790S,0.181395708156896,0.145252026821702,0.0921150493324383
18793D,0.153397658772955,0.157082955384358,0.06469773273035
18396T,0.151009486120195,0.194029408212376,0.0699612193042216
18806M,0.346234374623844,0.265985488436045,0.198223266700584
11807F,0.117138604111946,0.0977643088941975,0.0793661852673906
11812Y,0.256172092192246,0.201509968561028,0.121354486149962
25928R,0.405977722998158,0.323150159686877,0.419783433724452
20867Y,0.120923015110213,0.130049991433344,0.0405019374795921
12797H,0.277878608148851,0.208869190569689,0.150738525680056
22822M,0.242320220124362,0.180293219670442,0.104467257085166
23683D,0.203097362449309,0.160612653762847,0.120921938644067
23684F,0.151221967085178,0.135239072744179,0.0521550939831888
20424Q,0.129013860219809,0.107306581360128,0.0345459484979461
18795H,0.121085549239825,0.0999554778727169,0.0319807560262055
24553V,0.257079184251248,0.2363198193588,0.137708606149281
18981E,0.172353369121778,0.138158473194953,0.0601148916278217
15705R,0.161502572564192,0.143279753135535,0.0499545341481415
25231E,0.131505966481397,0.157259143505354,0.053081978110163
24158P,0.122385807832438,0.170553217814661,0.0585718037751779
25912C,0.18854890295642,0.143542695695064,0.0657847901625685
24371P,0.146912974523756,0.11231037673901,0.0398024959271449
19786L,0.169194174855207,0.132778972083939,0.0504863234672264
13087H,0.226286668369193,0.204069766266621,0.104279871464181
23491U,0.148612083159909,0.129995683574726,0.0502037505287983
22570L,0.171687623918095,0.187927233494486,0.0707265627972454
19622H,0.214649667066734,0.164082085155261,0.0808713886239152
14660Q,0.122562591615237,0.101084021084796,0.0335022005851103
18395R,0.166390327673105,0.226237191106892,0.0837449072223396
15709Z,0.132268158053904,0.109192531299703,0.0440798871141166
23495C,0.168439231582099,0.126059101724951,0.052029577204248
20873T,0.178866624212257,0.139158818790455,0.0663496453878767
25239U,0.21666492250779,0.18472985944592,0.0931161619605293
25437Y,0.145208484344524,0.226852184908772,0.0730444467656814
16107C,0.132931636106263,0.105053071150388,0.038979920933477
25702R,0.19246946961621,0.148680047976147,0.063275412935296
16104W,0.148345707573081,0.228220441753065,0.0799097485447818
16563C,0.171289607332648,0.148166190817317,0.451170618225016
14654V,0.181484859853531,0.143996577420433,0.0643631280231411
25440N,0.149138370456242,0.212812164883235,0.0729953005424801
12799L,0.21229154832213,0.166073023739179,0.0708707197475547
16983Y,0.134258826575294,0.198832192406306,0.0610253621223205
16996H,0.115200001124938,0.0972277575299194,0.0270234984163316
26110X,0.16769769405367,0.133290803730271,0.0682854406971739
21654M,0.143791571256171,0.117072252028941,0.039675815331484
19805P,0.215442421855552,0.161573709615198,0.0710241514046545
21455G,0.217854039342138,0.169925631133892,0.0833021406215373
24987C,0.207807437840326,0.163203000492828,0.109601589692523
22816R,0.27248514073989,0.240524550858231,0.138854164328837
22573R,0.139620836918715,0.120219206431751,0.0985721177854706
14019V,0.122213482970437,0.100719871538088,0.0376115149062196
21452A,0.162351058312364,0.117762756062466,0.0500141953696836
12430P,0.280379949141474,0.213754591151799,0.117853294761554
23918E,0.19754414215215,0.15965785476372,0.0694212758537937
15279A,0.145847378397311,0.197908054921279,0.0713818146430538
16759T,0.1293150032264,0.100723519693206,0.0316310804105419
14052T,0.206655423768158,0.155024983937659,0.0643446760326054
13354E,0.126115373015564,0.122541449530857,0.0480673410950837
26104C,0.194307493721448,0.172410878205931,0.0786363475958138
24152D,0.308451911671553,0.248274327136092,0.218449882927401
15921X,0.116160109634116,0.0996091824288779,0.0253832312073548
24368A,0.127323140946522,0.103444069519275,0.0344732682944582
25707B,0.102241989990013,0.180466255028386,0.045728765422382
17788F,0.183812282083005,0.152257628610256,0.0611089561974149
23494A,0.156748056075048,0.122973150907506,0.0886179095904932
13377Q,0.181651869774521,0.13985134482058,0.0571401913616534
25442R,0.190093958725184,0.158169490741798,0.0819516026197558
25704V,0.153888397499146,0.20213478313585,0.0760991293554517
23690A,0.155046600440927,0.122094627837679,0.0466778846695516
12425W,0.216247406668534,0.172879246455656,0.122293926226001
20864S,0.235966812187266,0.196909703724569,0.18258025904038
16756N,0.214652817128152,0.18801057869895,0.0906933058983642
25926N,0.167214715649814,0.1320448580798,0.0708115320560736
23281J,0.11872005155587,0.125827327986459,0.0352979276102127
20870N,0.196876163112916,0.146737668489615,0.0602835818434835
24997F,0.233803705268186,0.191509587469062,0.102544660258174
14658D,0.205058992022396,0.153319806995489,0.0810850226729705
17796E,0.208170816987228,0.17707881376253,0.113071717438191
16760E,0.164041118668495,0.127601185655473,0.0494288579314302
20218N,0.122964070173382,0.0954253914092408,0.0253642620678993
14653T,0.115893343517645,0.0909693693404707,0.0252833076536219
21874A,0.253496152260487,0.202635972867245,0.13878223357082
21648R,0.320228356671395,0.260810347335757,0.19995504004699
18401M,0.137417533920302,0.109226425028901,0.03690148468347
14353H,0.112581536450494,0.0878436239925401,0.0221822535399485
14051R,0.169388696239654,0.256528625695939,0.087045657547711
20431N,0.205094861727609,0.154660405686005,0.0745228695568965
14020G,0.211708127184029,0.16279683334962,0.0770054816326492
15914A,0.176414730628962,0.136449651753676,0.059908536313405
15699W,0.190446301151885,0.142548797858992,0.0559313557325486
17611S,0.3842881797419,0.289040116585643,0.228913949962092
20426U,0.15808952504494,0.153699775994393,0.0627927555241083
16980S,0.205328690843624,0.161813166144402,0.0712613856140338
26108K,0.138493472932134,0.11690851646784,0.0611662912973735
21647P,0.17861350723197,0.160724460511107,0.0766813120605338
18993L,0.178475530365705,0.135014352245778,0.0562158837651139
23037Y,0.220578342042668,0.165169924633402,0.0684464638687138
25715A,0.22490537128684,0.186715417995132,0.167433178227465
19792G,0.410987862095275,0.30482951756252,0.285107754112682
16558J,0.103839287835991,0.0839781060769405,0.0168175912961291
17604V,0.146987341454301,0.116616147699091,0.0473420395526045
24360K,0.223042509560326,0.171997469835672,0.0953547567820234
25452U,0.21505183205637,0.163626617496276,0.0968351718817419
19370G,0.150142306820165,0.144474169342911,0.066051382235652
23681Z,0.207265455936121,0.162371996055083,0.0858536333608588
22102E,0.173118576052618,0.234065580381044,0.0910396958941625
15703N,0.126079736989673,0.146006044562275,0.0404959974384045
12422Q,0.19187993343691,0.153711059538931,0.0646405929461138
